listing_data_air_conditioning,listing_data_num_bedrooms,address_lon,listing_data_lot_area_acres,listing_data_garage_or_park_sqft,address_address_line1,address_city,address_state,address_zipcode,last_sold_date,sold_price_history,last_sold_price,listing_data_num_bathrooms,address_lat,prop_taxes,listing_data_fireplace,year_built,listing_data_roof_type,listing_data_building_area_sq_ft,listing_data_heat_type,address_unit,listing_data_basement_area,address_slug,listing_data_lot_area_sqft
Central,3,-80.83267,0.0,,4408 Oak Dr,Charlotte,NC,28269,2016-11-15,"{""20161115"": 85000}",85000,1,35.30775,1605.48,,1961,,1215,Yes,None,,4408-Oak-Dr-Charlotte-NC-28269,-
Central,2,-80.74437,7.13,,4408 Sharon Chase Dr,Charlotte,NC,28215,2017-05-02,"{""20170502"": 36000, ""20031021"": 32000}",36000,2,35.23191,519.48,1,1984,G00,913,Yes,Apt F,,4408-Sharon-Chase-Dr-Apt-F-Charlotte-NC-28215,-
Central,2,-80.74437,7.13,,4408 Sharon Chase Dr,Charlotte,NC,28215,2017-05-01,"{""20170501"": 35000}",35000,1,35.23191,433.31,1,1984,G00,685,Yes,None,,4408-Sharon-Chase-Dr-Charlotte-NC-28215,-
Central,3,-80.72313,0.23,,4409 Brittmore Ct,Charlotte,NC,28227,2017-02-24,"{""20161031"": 118500, ""20170224"": 99000}",99000,1,35.18609,1171.86,1,1979,G00,1408,Yes,None,,4409-Brittmore-Ct-Charlotte-NC-28227,-
Central,2,-80.744387,7.13,,4409 Sharon Chase Dr,Charlotte,NC,28215,2016-06-22,"{""20160622"": 27500, ""20000906"": 36000}",27500,2,35.231897,525.96,1,1985,G00,913,Yes,Apt B,,4409-Sharon-Chase-Dr-Apt-B-Charlotte-NC-28215,-
Central,3,-80.8072001,0.06,,4409 Simsbury Rd,Charlotte,NC,28226,2017-07-24,"{""20170724"": 272500, ""20040112"": 175000}",272500,2,35.14484,1318.78,1,1974,G00,1939,Yes,None,,4409-Simsbury-Rd-Charlotte-NC-28226,-
None,2,-80.90203,0.36,,441 Granby Cir,Charlotte,NC,28217,2017-05-18,"{""20051108"": 35500, ""20170518"": 55000}",55000,1,35.14459,903.92,,1942,G00,945,Yes,None,,441-Granby-Cir-Charlotte-NC-28217,-
None,3,-80.8693501,0.45,,441 Scaleybark Rd,Charlotte,NC,28209,2016-12-22,"{""20161222"": 241000, ""20051101"": 130000}",241000,1,35.1856,2206.09,1,1959,G00,1222,Baseboard,None,,441-Scaleybark-Rd-Charlotte-NC-28209,-
Central,4,-80.79827,0.51,,4410 Hucks Rd,Charlotte,NC,28269,2017-04-17,"{""20110223"": 800000, ""20170417"": 121000}",121000,2,35.35049,1456.6,1,1996,G00,1456,Yes,None,,4410-Hucks-Rd-Charlotte-NC-28269,-
Central,3,-80.77926,0.46,231 ,4411 Castleton Rd,Charlotte,NC,28211,2017-04-06,"{""20170406"": 369000, ""20130531"": 157000}",369000,1,35.18018,2071.47,1,1953,G00,1512,Yes,None,,4411-Castleton-Rd-Charlotte-NC-28211,-
Central,3,-80.85459,0.3,460 ,4411 Halstead Dr,Charlotte,NC,28209,2016-06-29,"{""20000522"": 179000, ""20160629"": 365000}",365000,2,35.17177,2813.16,1,1952,I00,1783,Yes,None,,4411-Halstead-Dr-Charlotte-NC-28209,-
Central,4,-80.64383,0.27,506 ,4411 Red Holly Ct,Charlotte,NC,28215,2017-03-13,"{""20130321"": 211000, ""20170313"": 254000}",254000,2,35.24154,2718.27,1,1999,G00,3386,Yes,None,,4411-Red-Holly-Ct-Charlotte-NC-28215,-
Central,3,-80.7960501,0.01,,4412 Columbine Ct,Charlotte,NC,28226,2016-06-24,"{""20160624"": 342000, ""19980331"": 205000}",342000,2,35.15152,3705.0,1,1986,G00,1914,Yes,None,,4412-Columbine-Ct-Charlotte-NC-28226,-
Central,3,-80.9877701,1.48,754 ,4412 Mount Olive Church Rd,Charlotte,NC,28278,2017-05-24,"{""20150617"": 136000, ""20130322"": 11018, ""20170524"": 180000}",180000,2,35.21362,1582.77,,1995,G00,1470,Yes,None,520,4412-Mount-Olive-Church-Rd-Charlotte-NC-28278,-
Central,2,-80.75302,0.34,672 ,4412 Somerdale Ln,Charlotte,NC,28205,2017-07-20,"{""20021030"": 85000, ""20170720"": 170000}",170000,1,35.22676,1219.76,,1966,G00,1036,Yes,None,,4412-Somerdale-Ln-Charlotte-NC-28205,-
Central,2,-80.79922,0.39,,4413 Northaven Dr,Charlotte,NC,28206,2016-07-05,"{""20160705"": 119000, ""19900615"": 44500}",119000,1,35.26657,1310.36,1,1931,G00,1923,Yes,None,,4413-Northaven-Dr-Charlotte-NC-28206,-
Central,2,-80.70938,0.1,,4414 Hadstone Ln,Charlotte,NC,28215,2017-02-15,"{""20170215"": 151000}",151000,1,35.2743,1176.85,,2003,,1656,Yes,None,,4414-Hadstone-Ln-Charlotte-NC-28215,-
Central,3,-80.7998901,0.0,,4414 Hubbard Rd,Charlotte,NC,28269,2017-07-05,"{""20170705"": 248000, ""20110620"": 190500, ""20140903"": 214000}",248000,2,35.32551,2093.47,1,2011,,2224,Yes,None,,4414-Hubbard-Rd-Charlotte-NC-28269,-
Central,4,-80.6439001,0.32,483 ,4414 Red Holly Ct,Charlotte,NC,28215,2016-07-05,"{""20130612"": 204000, ""20160705"": 260000}",260000,2,35.2421,2450.58,1,1997,G00,3061,Yes,None,,4414-Red-Holly-Ct-Charlotte-NC-28215,-
None,3,-80.87002,0.26,,4414 University Dr,Charlotte,NC,28209,2016-07-27,"{""20160727"": 360000}",360000,1,35.18135,2105.12,,1955,G00,1314,Yes,None,,4414-University-Dr-Charlotte-NC-28209,-
Central,3,-80.6848001,0.13,,4415 Eglinton Toll Ct,Charlotte,NC,28213,2016-09-09,"{""20091001"": 160000, ""20160909"": 202000}",202000,2,35.30958,1668.34,1,2006,,2418,Yes,None,,4415-Eglinton-Toll-Ct-Charlotte-NC-28213,-
None,2,-80.89648,0.1,,4415 Gum St,Charlotte,NC,28208,2017-07-20,"{""20170720"": 30000}",30000,1,35.26025,617.86,,1931,I00,729,Yes,None,,4415-Gum-St-Charlotte-NC-28208,-
Central,3,-80.8261501,0.14,420 ,4416 Devonhill Ln,Charlotte,NC,28269,2016-10-05,"{""20161005"": 145000}",145000,2,35.30664,1539.47,1,2001,G00,1728,Yes,None,,4416-Devonhill-Ln-Charlotte-NC-28269,-
Central,3,-80.8481001,0.46,529 ,4416 Meadowridge Dr,Charlotte,NC,28226,2016-07-06,"{""20160706"": 277000, ""20090428"": 217000}",277000,2,35.09534,2831.28,1,1979,G00,1780,Heat Pump,None,,4416-Meadowridge-Dr-Charlotte-NC-28226,-
Central,3,-80.7876401,0.3,465 ,4416 Rancliffe Ct,Charlotte,NC,28269,2016-08-17,"{""20160817"": 212000, ""20130712"": 176000}",212000,2,35.34831,2123.24,1,1991,G00,1962,Yes,None,,4416-Rancliffe-Ct-Charlotte-NC-28269,-
Central,3,-80.8195501,0.0,,4416 Trillium Fields Dr,Charlotte,NC,28269,2017-01-03,"{""20170103"": 142000, ""20070504"": 169000}",142000,2,35.30206,2071.47,1,2007,,2192,Yes,None,,4416-Trillium-Fields-Dr-Charlotte-NC-28269,-
Central,4,-80.6877901,0.81,576 ,4417 Brookwood Rd,Charlotte,NC,28215,2016-07-13,"{""20070924"": 293000, ""20160713"": 270000}",270000,3,35.28237,2609.94,1,1977,G00,2715,Yes,None,,4417-Brookwood-Rd-Charlotte-NC-28215,-
None,2,-80.8931701,0.14,,4417 Fair St,Charlotte,NC,28208,2017-01-31,"{""20170131"": 46000}",46000,1,35.25821,808.13,,1933,G00,972,Yes,None,,4417-Fair-St-Charlotte-NC-28208,-
None,2,-80.89569,0.22,,4417 Roadway St,Charlotte,NC,28208,2017-04-12,"{""20170412"": 60000, ""20031201"": 52000}",60000,1,35.26107,726.58,,1964,G00,850,Yes,None,,4417-Roadway-St-Charlotte-NC-28208,-
Central,3,-80.80334,0.21,441 ,4417 Stonefield Dr,Charlotte,NC,28269,2016-07-15,"{""20080728"": 160000, ""20160715"": 167000}",167000,2,35.32292,1824.24,1,1997,G00,1478,Yes,None,,4417-Stonefield-Dr-Charlotte-NC-28269,-
Central,5,-80.94588,0.56,441 ,4418 Overlook Cove Rd,Charlotte,NC,28216,2016-10-25,"{""20070810"": 365000, ""20161025"": 442000}",442000,3,35.34026,4084.26,1,1997,I00,2707,Yes,None,,4418-Overlook-Cove-Rd-Charlotte-NC-28216,-
Central,4,-80.85722,0.3,400 ,4419 Longwood Dr,Charlotte,NC,28209,2017-07-10,"{""20170710"": 548000, ""20070724"": 250000}",548000,1,35.17165,3052.63,1,1952,G00,2037,Yes,None,,4419-Longwood-Dr-Charlotte-NC-28209,-
Central,3,-80.9445101,0.52,484 ,4419 Mountain Cove Dr,Charlotte,NC,28216,2017-05-01,"{""20170501"": 360000, ""20000901"": 335000}",360000,2,35.33795,4779.35,1,1997,G00,3670,Yes,None,,4419-Mountain-Cove-Dr-Charlotte-NC-28216,-
Central,3,-80.8260201,0.0,,4419 Oakburn Dr,Charlotte,NC,28269,2017-05-04,"{""20170504"": 136000, ""20070629"": 165500}",136000,2,35.31679,1336.25,1,2007,,2020,Yes,None,,4419-Oakburn-Dr-Charlotte-NC-28269,-
Central,3,-80.68196,0.14,,4419 Staffordshire Ln,Charlotte,NC,28213,2016-06-10,"{""20160610"": 169000, ""20031218"": 130000}",169000,2,35.30067,1828.12,,2003,,2191,Yes,None,,4419-Staffordshire-Ln-Charlotte-NC-28213,-
Central,3,-80.9728,0.12,,442 Tribune Dr,Charlotte,NC,28214,2017-05-02,"{""20170502"": 151000, ""20050401"": 122500}",151000,2,35.27576,1425.56,1,2004,,1574,Yes,None,,442-Tribune-Dr-Charlotte-NC-28214,-
Central,4,-80.8079301,0.59,,4420 Atleigh Ct,Charlotte,NC,28226,2017-07-14,"{""20130617"": 509000, ""20170714"": 552000}",552000,2,35.13955,5703.56,1,1972,G00,3176,Yes,None,,4420-Atleigh-Ct-Charlotte-NC-28226,-
Central,3,-80.8314311,1.0,324 ,4420 Wanamassa Dr,Charlotte,NC,28269,2017-03-29,"{""20170329"": 105000}",105000,2,35.311169,1492.87,1,1930,G00,1406,Heat Pump,None,,4420-Wanamassa-Dr-Charlotte-NC-28269,-
Central,3,-80.82222,0.2,462 ,4421 Brandie Glen Rd,Charlotte,NC,28269,2017-04-10,"{""20170410"": 146000, ""20001026"": 157000}",146000,2,35.31473,1276.71,1,2000,I00,1618,Yes,None,,4421-Brandie-Glen-Rd-Charlotte-NC-28269,-
None,3,-80.8707901,0.21,,4421 Collingwood Dr,Charlotte,NC,28209,2016-08-10,"{""20160810"": 200000}",200000,1,35.18148,1909.67,,1956,G00,1123,Yes,None,,4421-Collingwood-Dr-Charlotte-NC-28209,-
Central,3,-80.8627,0.23,280 ,4421 Craven Hill Dr,Charlotte,NC,28216,2017-02-22,"{""20170222"": 130000}",130000,2,35.32854,922.04,1,2001,G00,1146,Yes,None,,4421-Craven-Hill-Dr-Charlotte-NC-28216,-
None,2,-80.8967,0.2,300 ,4421 Gum St,Charlotte,NC,28208,2017-04-18,"{""20161222"": 305000, ""20170418"": 114500, ""20090622"": 10000}",114500,1,35.26025,667.04,,1931,G00,1225,None,None,,4421-Gum-St-Charlotte-NC-28208,-
Central,3,-80.77752,0.23,456 ,4421 Lenox Hill Pl,Charlotte,NC,28269,2016-11-14,"{""20161114"": 215000, ""20070820"": 183000}",215000,2,35.35971,2204.79,1,1998,G00,2484,Yes,None,,4421-Lenox-Hill-Pl-Charlotte-NC-28269,-
Central,3,-80.8542241,0.23,280 ,4421 Lothar Ridge Ln,Charlotte,NC,28216,2017-01-31,"{""20140731"": 104152, ""20010330"": 100000, ""20160527"": 94000, ""20170131"": 106000}",106000,2,35.292423,670.93,,1999,G00,1041,Yes,None,,4421-Lothar-Ridge-Ln-Charlotte-NC-28216,-
Central,3,-80.75211,0.34,,4421 Tipperary Pl,Charlotte,NC,28215,2017-07-18,"{""20170718"": 95000}",95000,1,35.24221,1227.52,,1962,G00,1202,Yes,None,,4421-Tipperary-Pl-Charlotte-NC-28215,-
Central,3,-80.86973,0.38,286 ,4422 Murrayhill Rd,Charlotte,NC,28209,2017-07-17,"{""20170717"": 350000, ""20140814"": 221000}",350000,1,35.1789,2250.09,,1955,G00,1846,Yes,None,780,4422-Murrayhill-Rd-Charlotte-NC-28209,-
Central,5,-80.84333,0.54,462 ,4422 Quail View Rd,Charlotte,NC,28226,2016-06-29,"{""20160629"": 500000, ""19960510"": 270000}",500000,2,35.10298,4653.8,1,1984,G00,3755,Heat Pump,None,1085,4422-Quail-View-Rd-Charlotte-NC-28226,-
None,3,-80.7796401,0.0,,4422 Raney Way,Charlotte,NC,28205,2016-09-13,"{""20160913"": 140000, ""20151012"": 142000}",140000,1,35.19713,2054.64,,1950,,1152,Yes,None,,4422-Raney-Way-Charlotte-NC-28205,-
Central,3,-80.8534601,0.18,,4423 Biesterfield Dr,Charlotte,NC,28216,2016-12-30,"{""20060818"": 90000, ""20161230"": 87000}",87000,2,35.29227,669.63,,1999,G00,1126,Yes,None,,4423-Biesterfield-Dr-Charlotte-NC-28216,-
Central,3,-80.8720301,0.18,,4423 Firwood Ln,Charlotte,NC,28209,2017-04-06,"{""20170406"": 325000, ""20130613"": 225000}",325000,1,35.17934,2512.86,1,1959,G00,1504,Yes,None,,4423-Firwood-Ln-Charlotte-NC-28209,-
Central,3,-80.86637,0.23,,4423 Garris Rd,Charlotte,NC,28209,2016-12-29,"{""20161229"": 280000, ""20090309"": 170000, ""20160128"": 185000}",280000,2,35.17608,2125.84,1,1997,G00,1285,Yes,None,,4423-Garris-Rd-Charlotte-NC-28209,-
Central,3,-80.8621901,0.22,400 ,4424 Craven Hill Dr,Charlotte,NC,28216,2016-11-18,"{""20001130"": 126000, ""20161118"": 127500}",127500,2,35.32821,956.99,1,2000,G00,1170,Yes,None,,4424-Craven-Hill-Dr-Charlotte-NC-28216,-
Central,3,-80.8709801,0.24,,4425 Collingwood Dr,Charlotte,NC,28209,2016-12-30,"{""20161230"": 317000}",317000,1,35.1814,1938.15,,1956,G00,1188,Yes,None,,4425-Collingwood-Dr-Charlotte-NC-28209,-
,4,-80.8387201,0.0,,4425 Esmeralda Dr,Charlotte,NC,28269,2017-05-12,"{""20170512"": 161000, ""20130424"": 126000, ""20160708"": 145000}",161000,2,35.29171,1780.23,,2012,,1960,,None,,4425-Esmeralda-Dr-Charlotte-NC-28269,-
Central,4,-80.9546601,0.68,,4425 Island Cove Ln,Charlotte,NC,28216,2017-04-12,"{""20170412"": 84000, ""20040113"": 265000}",84000,3,35.34878,9962.13,1,2005,,4473,Yes,None,,4425-Island-Cove-Ln-Charlotte-NC-28216,-
Central,4,-80.8066501,0.04,,4426 Mullens Ford Rd,Charlotte,NC,28226,2016-12-29,"{""19820831"": 68500, ""20161229"": 281500, ""20140814"": 240000}",281500,3,35.14333,2753.62,1,1973,G00,2152,Yes,None,,4426-Mullens-Ford-Rd-Charlotte-NC-28226,-
None,2,-80.89362,0.34,,4426 Wildwood Ave,Charlotte,NC,28208,2016-11-14,"{""20161114"": 45000, ""20040607"": 25000}",45000,1,35.26378,577.73,,1960,G00,900,Baseboard,None,,4426-Wildwood-Ave-Charlotte-NC-28208,-
Central,4,-80.80042,0.49,,4426 Woodlark Ln,Charlotte,NC,28211,2017-07-25,"{""20130325"": 640000, ""20170725"": 735000}",735000,2,35.18029,5486.09,1,1958,G00,3167,Yes,None,,4426-Woodlark-Ln-Charlotte-NC-28211,-
Central,3,-80.79694,0.3,572 ,4426 Woods End Ln,Charlotte,NC,28277,2016-06-27,"{""20040331"": 159000, ""20160627"": 255000}",255000,2,35.08138,2454.61,1,1982,G00,1484,Yes,None,,4426-Woods-End-Ln-Charlotte-NC-28277,-
Central,4,-80.82213,0.16,,4427 Brandie Glen Rd,Charlotte,NC,28269,2016-12-16,"{""20161216"": 175000}",175000,3,35.3149,1496.76,1,2002,,2060,Yes,None,,4427-Brandie-Glen-Rd-Charlotte-NC-28269,-
Central,3,-80.897862,0.0,,4428 Eddleman St,Charlotte,NC,28208,2016-08-15,"{""20160815"": 35000, ""20070919"": 65000}",35000,1,35.250884,944.05,1,1945,,1452,Yes,None,,4428-Eddleman-St-Charlotte-NC-28208,-
Central,4,-80.8388501,0.0,,4429 Esmeralda Dr,Charlotte,NC,28269,2017-05-30,"{""20170530"": 147000, ""20120702"": 120000}",147000,2,35.29171,1672.79,1,2012,,1756,Yes,None,,4429-Esmeralda-Dr-Charlotte-NC-28269,-
Central,2,-80.86703,0.02,,443 Hurston Cir,Charlotte,NC,28208,2017-05-10,"{""20170510"": 243000, ""20080228"": 222000}",243000,2,35.23419,2401.54,1,2006,,1216,Yes,None,,443-Hurston-Cir-Charlotte-NC-28208,-
None,2,-80.8075401,0.16,,443 Lorna St,Charlotte,NC,28205,2017-07-03,"{""20170703"": 340000, ""20130626"": 223000}",340000,1,35.20788,2930.95,,1950,I00,996,Yes,None,,443-Lorna-St-Charlotte-NC-28205,-
Central,3,-80.8664601,0.25,,4431 Garris Rd,Charlotte,NC,28209,2017-06-12,"{""20170612"": 311000, ""20150227"": 198000}",311000,2,35.17641,2222.91,1,1997,G00,1429,Yes,None,,4431-Garris-Rd-Charlotte-NC-28209,-
Central,3,-80.71656,0.14,,4431 Wills Way,Charlotte,NC,28227,2017-02-07,"{""20030714"": 114500, ""20170207"": 145000}",145000,2,35.17144,1504.52,1,2002,,1244,Yes,None,,4431-Wills-Way-Charlotte-NC-28227,-
Central,2,-80.8281061,12.01,,4432 Gibbon Rd,Charlotte,NC,28269,2016-11-14,"{""20161114"": 35000, ""20160908"": 700000, ""20060601"": 161500}",35000,2,35.311692,4103.68,,2004,,1344,Yes,None,,4432-Gibbon-Rd-Charlotte-NC-28269,-
None,3,-80.8705301,0.19,,4432 University Dr,Charlotte,NC,28209,2016-09-16,"{""20061102"": 193500, ""20160916"": 282000}",282000,1,35.18104,2120.65,1,1956,G00,1322,Baseboard,None,,4432-University-Dr-Charlotte-NC-28209,-
Yes,1,-80.78926,0.0,,4432 Yoruk Forest Ln,Charlotte,NC,28211,2016-09-28,"{""20091204"": 165000, ""20160928"": 170000}",170000,2,35.18637,1905.79,1,2007,,1486,Yes,None,,4432-Yoruk-Forest-Ln-Charlotte-NC-28211,-
Central,3,-80.7735901,0.24,,4433 Beauvista Dr,Charlotte,NC,28269,2017-04-04,"{""20170404"": 184500}",184500,2,35.37501,1991.21,1,1992,G00,1897,Yes,None,,4433-Beauvista-Dr-Charlotte-NC-28269,-
Central,3,-80.80751,0.1,,4434 Cochran Farm Ln,Charlotte,NC,28269,2016-10-12,"{""20161012"": 142500, ""20080825"": 120000}",142500,2,35.3191,1045.01,1,2002,,1896,Yes,None,,4434-Cochran-Farm-Ln-Charlotte-NC-28269,-
Central,3,-80.89296,0.58,,4434 Fair St,Charlotte,NC,28208,2017-03-07,"{""20170307"": 55000}",55000,1,35.25887,959.58,,1977,G00,1000,Heat Pump,None,,4434-Fair-St-Charlotte-NC-28208,-
Central,5,-80.8263401,0.0,,4434 Oakburn Dr,Charlotte,NC,28269,2016-07-15,"{""20160715"": 185000, ""20111209"": 103000}",185000,3,35.31745,1743.98,1,2007,,3156,Yes,None,,4434-Oakburn-Dr-Charlotte-NC-28269,-
Central,3,-80.8041901,0.31,440 ,4436 Gladwood Ln,Charlotte,NC,28269,2017-06-08,"{""20170608"": 136500, ""20081204"": 141000}",136500,2,35.32267,1723.27,1,1997,G00,1433,Yes,None,,4436-Gladwood-Ln-Charlotte-NC-28269,-
None,3,-80.8554301,0.4,,4436 Halstead Dr,Charlotte,NC,28209,2016-05-31,"{""20160531"": 305000, ""20050608"": 169000}",305000,1,35.17086,2505.1,1,1954,G00,1472,Yes,None,,4436-Halstead-Dr-Charlotte-NC-28209,-
Central,3,-80.76622,2.1,,4436 Kuykendall Rd,Charlotte,NC,28270,2017-06-06,"{""20170606"": 320000}",320000,1,35.07676,1763.07,,1963,G00,1608,Heat Pump,None,,4436-Kuykendall-Rd-Charlotte-NC-28270,-
Central,3,-80.82173,0.21,,4436 Valeview Ln,Charlotte,NC,28269,2017-05-19,"{""20060620"": 72000, ""20140103"": 40000, ""20170519"": 99000}",99000,1,35.27965,887.09,,1972,G00,1004,Yes,None,,4436-Valeview-Ln-Charlotte-NC-28269,-
Central,3,-80.8533201,0.19,,4437 Biesterfield Dr,Charlotte,NC,28216,2017-07-28,"{""20170728"": 95500, ""20080623"": 80000}",95500,2,35.29266,687.75,1,2000,G00,1136,Yes,None,,4437-Biesterfield-Dr-Charlotte-NC-28216,-
Central,3,-80.73143,0.61,,4438 Hobbs Hill Dr,Charlotte,NC,28215,2017-06-21,"{""20170621"": 210000}",210000,2,35.224295,1749.17,1,1956,G00,1986,Yes,None,,4438-Hobbs-Hill-Dr-Charlotte-NC-28215,-
Central,4,-80.8265,0.0,,4438 Oakburn Dr,Charlotte,NC,28269,2017-05-16,"{""20081125"": 185500, ""20170516"": 151500}",151500,2,35.3175,1650.79,1,2007,,2953,Yes,None,,4438-Oakburn-Dr-Charlotte-NC-28269,-
Central,2,-80.86584,0.22,,444 Melbourne Ct,Charlotte,NC,28209,2017-05-12,"{""20090211"": 260000, ""20170512"": 325000}",325000,2,35.19537,2510.27,,1947,G00,1178,Yes,None,,444-Melbourne-Ct-Charlotte-NC-28209,-
Central,4,-80.83023,0.42,600 ,4440 Canoebrook Rd,Charlotte,NC,28210,2017-01-17,"{""20170117"": 610000, ""19990312"": 336000}",610000,2,35.12192,6696.36,1,1985,I00,3471,Yes,None,,4440-Canoebrook-Rd-Charlotte-NC-28210,-
None,3,-80.76213,0.28,,4440 Carriage Drive Cir,Charlotte,NC,28205,2016-12-28,"{""20140805"": 168000, ""20161228"": 40300000}",40300000,3,35.21835,1531.71,1,1965,G00,1978,Baseboard,None,,4440-Carriage-Drive-Cir-Charlotte-NC-28205,-
None,2,-80.89338,0.3,,4440 Fair St,Charlotte,NC,28208,2017-03-16,"{""20170316"": 42500}",42500,1,35.25937,714.94,,1920,G00,984,Yes,None,,4440-Fair-St-Charlotte-NC-28208,-
Central,3,-80.7810501,0.39,240 ,4440 Tangle Dr,Charlotte,NC,28211,2016-08-19,"{""20160819"": 776000, ""20060601"": 185000}",776000,2,35.17858,4670.62,1,2008,I00,2695,Yes,None,,4440-Tangle-Dr-Charlotte-NC-28211,-
Yes,1,-80.78939,0.0,,4440 Yoruk Forest Ln,Charlotte,NC,28211,2016-10-17,"{""20161017"": 154000, ""20071210"": 154000}",154000,2,35.18633,1687.03,1,2007,,1166,Yes,None,,4440-Yoruk-Forest-Ln-Charlotte-NC-28211,-
Central,3,-80.82583,0.13,200 ,4441 Devonhill Ln,Charlotte,NC,28269,2017-07-31,"{""20031201"": 115000, ""20170731"": 160000, ""20031202"": 115000}",160000,2,35.30744,1338.84,1,2001,G00,1376,Yes,None,,4441-Devonhill-Ln-Charlotte-NC-28269,-
Central,4,-80.80679,0.03,,4442 Mullens Ford Rd,Charlotte,NC,28226,2017-04-27,"{""20081027"": 252500, ""20170427"": 31000, ""20020828"": 171500}",31000,3,35.14284,2753.62,1,1973,G00,2152,Yes,None,,4442-Mullens-Ford-Rd-Charlotte-NC-28226,-
Central,3,-80.82187,0.16,425 ,4443 Brandie Glen Rd,Charlotte,NC,28269,2016-11-30,"{""20051028"": 113500, ""20161130"": 145000, ""20160822"": 100000}",145000,2,35.31552,1173.16,1,2001,G00,1449,Yes,None,,4443-Brandie-Glen-Rd-Charlotte-NC-28269,-
None,3,-80.90645,0.31,,4443 Westridge Dr,Charlotte,NC,28208,2017-01-04,"{""19880115"": 50000, ""20170104"": 56000}",56000,1,35.2614,876.74,,1964,G00,1123,Yes,None,,4443-Westridge-Dr-Charlotte-NC-28208,-
Central,3,-80.6920301,0.84,,4444 Whispering Oaks Dr,Charlotte,NC,28213,2017-06-07,"{""20150629"": 165000, ""20170607"": 163000, ""20120813"": 151000}",163000,2,35.27946,2084.41,1,1968,G00,2388,Yes,None,756,4444-Whispering-Oaks-Dr-Charlotte-NC-28213,-
Yes,1,-80.7894501,0.0,,4444 Yoruk Forest Ln,Charlotte,NC,28211,2016-06-29,"{""20080529"": 170500, ""20160629"": 166500}",166500,2,35.18631,1905.79,1,2007,,1486,Yes,None,,4444-Yoruk-Forest-Ln-Charlotte-NC-28211,-
Central,3,-80.80135,0.45,,4450 Woodlark Ln,Charlotte,NC,28211,2016-11-04,"{""20161104"": 380000}",380000,1,35.17999,1859.19,1,1956,I00,1621,Yes,None,,4450-Woodlark-Ln-Charlotte-NC-28211,-
,1,-80.7893201,0.0,,4452 Yoruk Forest Ln,Charlotte,NC,28211,2017-02-15,"{""20071231"": 155500, ""20170215"": 162000}",162000,2,35.18604,1611.95,,2007,,1058,,None,,4452-Yoruk-Forest-Ln-Charlotte-NC-28211,-
Central,3,-80.90846,0.16,,4454 Faraday St,Charlotte,NC,28208,2017-08-01,"{""20170801"": 63500, ""19990315"": 79000}",63500,2,35.25844,1038.54,,1998,G00,1027,Heat Pump,None,,4454-Faraday-St-Charlotte-NC-28208,-
Central,3,-80.80148,0.4,,4459 Woodlark Ln,Charlotte,NC,28211,2017-03-28,"{""20151014"": 270000, ""20170328"": 832500}",832500,1,35.17917,3391.76,1,1958,G00,1188,Yes,None,,4459-Woodlark-Ln-Charlotte-NC-28211,-
Central,5,-80.7837101,0.47,,446 Nottingham Dr,Charlotte,NC,28211,2016-11-07,"{""20150619"": 506000, ""19870227"": 90000, ""20161107"": 565000}",565000,4,35.16677,5137.9,1,1955,G00,3686,Yes,None,,446-Nottingham-Dr-Charlotte-NC-28211,-
Yes,1,-80.78921,0.0,,4460 Yoruk Forest Ln,Charlotte,NC,28211,2016-06-20,"{""20160620"": 150000, ""20080131"": 155000}",150000,2,35.18608,1611.95,1,2007,,1058,Yes,None,,4460-Yoruk-Forest-Ln-Charlotte-NC-28211,-
Central,3,-80.80633,0.03,,4462 Mullens Ford Rd,Charlotte,NC,28226,2017-01-27,"{""20170127"": 250000}",250000,2,35.14249,2468.85,1,1973,G00,1848,Yes,None,,4462-Mullens-Ford-Rd-Charlotte-NC-28226,-
None,4,-80.72966,3.85,,4469 Hobbs Hill Dr,Charlotte,NC,28215,2016-07-14,"{""20160714"": 255000}",255000,2,35.22544,2565.93,1,1970,G00,2126,Yes,None,,4469-Hobbs-Hill-Dr-Charlotte-NC-28215,-
None,3,-80.7967301,0.24,,448 Bertonley Ave,Charlotte,NC,28211,2017-01-18,"{""20161107"": 295000, ""20131106"": 186500, ""20170118"": 295000}",295000,1,35.18381,2268.22,1,1960,G00,1262,Yes,None,,448-Bertonley-Ave-Charlotte-NC-28211,-
Central,2,-80.8696001,0.0,,448 New Bern Station Ct,Charlotte,NC,28209,2017-06-09,"{""20140401"": 188000, ""20170609"": 25000}",25000,2,35.19847,2292.81,,2006,,1060,Yes,None,,448-New-Bern-Station-Ct-Charlotte-NC-28209,-
Central,3,-80.74643,0.38,230 ,449 Silversmith Ln,Charlotte,NC,28270,2016-10-28,"{""20161028"": 215000}",215000,2,35.11525,1909.67,1,1983,G00,1306,Yes,None,,449-Silversmith-Ln-Charlotte-NC-28270,-
Central,3,-80.8056001,0.06,420 ,4494 Antelope Ln,Charlotte,NC,28269,2016-06-28,"{""20160628"": 163000, ""19990413"": 162500}",163000,2,35.33171,1611.32,1,1998,G00,1691,Yes,None,,4494-Antelope-Ln-Charlotte-NC-28269,-
Central,2,-80.86959,0.0,,450 New Bern Station Ct,Charlotte,NC,28209,2016-08-23,"{""20071128"": 257000, ""20160823"": 216000}",216000,2,35.19846,2292.81,,2006,,1060,Yes,None,,450-New-Bern-Station-Ct-Charlotte-NC-28209,-
